block_time,block_height,block_nonce,block_random
1523003051,1546000,570430823,12614
1523003051,1546000,570430823,12645
1523003051,1546000,570430823,12744
1523003051,1546000,570430823,12843
1523003051,1546000,570430823,12862
1523003051,1546000,570430823,12970
1523003051,1546000,570430823,12994
1523003051,1546000,570430823,12995
1523003051,1546000,570430823,13008
1523003051,1546000,570430823,13019
1523003051,1546000,570430823,13031
1523003051,1546000,570430823,13052
1523003051,1546000,570430823,13059
1523003051,1546000,570430823,13179
1523003051,1546000,570430823,1318
1523003051,1546000,570430823,13252
1523003051,1546000,570430823,13322
1523003051,1546000,570430823,13338
1523003051,1546000,570430823,13359
1523003051,1546000,570430823,13398
1523003051,1546000,570430823,13477
1523003051,1546000,570430823,1353
1523003051,1546000,570430823,13554
1523003051,1546000,570430823,13753
1523003051,1546000,570430823,13774
1523003051,1546000,570430823,13795
1523003051,1546000,570430823,13972
1523003051,1546000,570430823,13992
1523003051,1546000,570430823,14026
1523003051,1546000,570430823,14085
1523003051,1546000,570430823,14114
1523003051,1546000,570430823,14143
1523003051,1546000,570430823,14255
1523003051,1546000,570430823,14269
1523003051,1546000,570430823,14333
1523003051,1546000,570430823,1441
1523003051,1546000,570430823,14586
1523003051,1546000,570430823,14655
1523003051,1546000,570430823,14730
1523003051,1546000,570430823,1475
1523003051,1546000,570430823,1484
1523003051,1546000,570430823,1485
1523003051,1546000,570430823,14905
1523003051,1546000,570430823,14993
1523003051,1546000,570430823,149
1523003051,1546000,570430823,15061
1523003051,1546000,570430823,15089
1523003051,1546000,570430823,1528
1523003051,1546000,570430823,15299
1523003051,1546000,570430823,1531
1523003051,1546000,570430823,15351
1523003051,1546000,570430823,15364
1523003051,1546000,570430823,15397
1523003051,1546000,570430823,15432
1523003051,1546000,570430823,15477
1523003051,1546000,570430823,15578
1523003051,1546000,570430823,1559
1523003051,1546000,570430823,1567
1523003051,1546000,570430823,15697
1523003051,1546000,570430823,15740
1523003051,1546000,570430823,1575
1523003051,1546000,570430823,15763
1523003051,1546000,570430823,15870
1523003051,1546000,570430823,15881
1523003051,1546000,570430823,15934
1523003051,1546000,570430823,15970
1523003051,1546000,570430823,1605
1523003051,1546000,570430823,16060
1523003051,1546000,570430823,16100
1523003051,1546000,570430823,16172
1523003051,1546000,570430823,16191
1523003051,1546000,570430823,16223
1523003051,1546000,570430823,16279
1523003051,1546000,570430823,16327
1523003051,1546000,570430823,16350
1523003051,1546000,570430823,1639
1523003051,1546000,570430823,16438
1523003051,1546000,570430823,16497
1523003051,1546000,570430823,16560
1523003051,1546000,570430823,1663
1523003051,1546000,570430823,16675
1523003051,1546000,570430823,16680
1523003051,1546000,570430823,16714
1523003051,1546000,570430823,16740
1523003051,1546000,570430823,16747
1523003051,1546000,570430823,16815
1523003051,1546000,570430823,16850
1523003051,1546000,570430823,16919
1523003051,1546000,570430823,17036
1523003051,1546000,570430823,17093
1523003051,1546000,570430823,17107
1523003051,1546000,570430823,17121
1523003051,1546000,570430823,17153
1523003051,1546000,570430823,17175
1523003051,1546000,570430823,1718
1523003051,1546000,570430823,17238
1523003051,1546000,570430823,1734
1523003051,1546000,570430823,17371
1523003051,1546000,570430823,17439
1523003051,1546000,570430823,17487
1523003051,1546000,570430823,17514
1523003051,1546000,570430823,17519
1523003051,1546000,570430823,17583
1523003051,1546000,570430823,17584
1523003051,1546000,570430823,17606
1523003051,1546000,570430823,17607
1523003051,1546000,570430823,17637
1523003051,1546000,570430823,17669
1523003051,1546000,570430823,17673
1523003051,1546000,570430823,17688
1523003051,1546000,570430823,17747
1523003051,1546000,570430823,17865
1523003051,1546000,570430823,17913
1523003051,1546000,570430823,17940
1523003051,1546000,570430823,17970
1523003051,1546000,570430823,18003
1523003051,1546000,570430823,1800
1523003051,1546000,570430823,18147
1523003051,1546000,570430823,18180
1523003051,1546000,570430823,18214
1523003051,1546000,570430823,18270
1523003051,1546000,570430823,1828
1523003051,1546000,570430823,18355
1523003051,1546000,570430823,18375
1523003051,1546000,570430823,18417
1523003051,1546000,570430823,18515
1523003051,1546000,570430823,18545
1523003051,1546000,570430823,18755
1523003051,1546000,570430823,18757
1523003051,1546000,570430823,18774
1523003051,1546000,570430823,18871
1523003051,1546000,570430823,18913
1523003051,1546000,570430823,18929
1523003051,1546000,570430823,18935
1523003051,1546000,570430823,18947
1523003051,1546000,570430823,19007
1523003051,1546000,570430823,19198
1523003051,1546000,570430823,19216
1523003051,1546000,570430823,19237
1523003051,1546000,570430823,1929
1523003051,1546000,570430823,19385
1523003051,1546000,570430823,19426
1523003051,1546000,570430823,1954
1523003051,1546000,570430823,19570
1523003051,1546000,570430823,19578
1523003051,1546000,570430823,19633
1523003051,1546000,570430823,19680
1523003051,1546000,570430823,197
1523003051,1546000,570430823,19943
1523003051,1546000,570430823,20022
1523003051,1546000,570430823,20045
1523003051,1546000,570430823,20074
1523003051,1546000,570430823,20076
1523003051,1546000,570430823,20117
1523003051,1546000,570430823,20122
1523003051,1546000,570430823,20274
1523003051,1546000,570430823,20324
1523003051,1546000,570430823,20475
1523003051,1546000,570430823,20515
1523003051,1546000,570430823,20526
1523003051,1546000,570430823,20561
1523003051,1546000,570430823,20587
1523003051,1546000,570430823,20607
1523003051,1546000,570430823,20614
1523003051,1546000,570430823,20781
1523003051,1546000,570430823,20800
1523003051,1546000,570430823,20804
1523003051,1546000,570430823,20824
1523003051,1546000,570430823,20876
1523003051,1546000,570430823,20877
1523003051,1546000,570430823,20886
1523003051,1546000,570430823,20900
1523003051,1546000,570430823,20939
1523003051,1546000,570430823,20965
1523003051,1546000,570430823,20970
1523003051,1546000,570430823,21004
1523003051,1546000,570430823,21045
1523003051,1546000,570430823,21102
1523003051,1546000,570430823,21137
1523003051,1546000,570430823,21148
1523003051,1546000,570430823,21149
1523003051,1546000,570430823,21218
1523003051,1546000,570430823,21257
1523003051,1546000,570430823,21276
1523003051,1546000,570430823,21289
1523003051,1546000,570430823,21300
1523003051,1546000,570430823,21346
1523003051,1546000,570430823,21397
1523003051,1546000,570430823,21551
1523003051,1546000,570430823,2156
1523003051,1546000,570430823,21574
1523003051,1546000,570430823,21608
1523003051,1546000,570430823,21618
1523003051,1546000,570430823,21640
1523003051,1546000,570430823,21708
1523003051,1546000,570430823,21833
1523003051,1546000,570430823,21876
1523003051,1546000,570430823,21936
1523003051,1546000,570430823,22021
1523003051,1546000,570430823,22057
1523003051,1546000,570430823,22152
1523003051,1546000,570430823,22194
1523003051,1546000,570430823,22309
1523003051,1546000,570430823,22314
1523003051,1546000,570430823,22316
1523003051,1546000,570430823,22351
1523003051,1546000,570430823,22355
1523003051,1546000,570430823,22358
1523003051,1546000,570430823,22386
1523003051,1546000,570430823,22410
1523003051,1546000,570430823,22564
1523003051,1546000,570430823,22611
1523003051,1546000,570430823,22630
1523003051,1546000,570430823,22637
1523003051,1546000,570430823,2264
1523003051,1546000,570430823,22709
1523003051,1546000,570430823,22710
1523003051,1546000,570430823,22755
1523003051,1546000,570430823,22856
1523003051,1546000,570430823,22869
1523003051,1546000,570430823,22871
1523003051,1546000,570430823,22875
1523003051,1546000,570430823,22910
1523003051,1546000,570430823,22919
1523003051,1546000,570430823,22921
1523003051,1546000,570430823,22944
1523003051,1546000,570430823,22968
1523003051,1546000,570430823,23122
1523003051,1546000,570430823,23212
1523003051,1546000,570430823,23260
1523003051,1546000,570430823,2330
1523003051,1546000,570430823,2345
1523003051,1546000,570430823,23498
1523003051,1546000,570430823,23524
1523003051,1546000,570430823,23584
1523003051,1546000,570430823,23593
1523003051,1546000,570430823,23622
1523003051,1546000,570430823,23704
1523003051,1546000,570430823,23848
1523003051,1546000,570430823,23953
1523003051,1546000,570430823,2396
1523003051,1546000,570430823,24002
1523003051,1546000,570430823,24017
1523003051,1546000,570430823,24045
1523003051,1546000,570430823,24062
1523003051,1546000,570430823,24143
1523003051,1546000,570430823,2434
1523003051,1546000,570430823,24354
1523003051,1546000,570430823,24376
1523003051,1546000,570430823,24394
1523003051,1546000,570430823,2441
1523003051,1546000,570430823,2450
1523003051,1546000,570430823,24634
1523003051,1546000,570430823,24680
1523003051,1546000,570430823,24833
1523003051,1546000,570430823,24846
1523003051,1546000,570430823,24874
1523003051,1546000,570430823,24878
1523003051,1546000,570430823,24926
1523003051,1546000,570430823,25066
1523003051,1546000,570430823,25070
1523003051,1546000,570430823,25295
1523003051,1546000,570430823,25313
1523003051,1546000,570430823,25443
1523003051,1546000,570430823,25694
1523003051,1546000,570430823,25701
1523003051,1546000,570430823,25705
1523003051,1546000,570430823,2573
1523003051,1546000,570430823,25752
1523003051,1546000,570430823,25754
1523003051,1546000,570430823,2583
1523003051,1546000,570430823,25896
1523003051,1546000,570430823,25973
1523003051,1546000,570430823,25976
1523003051,1546000,570430823,26002
1523003051,1546000,570430823,2606
1523003051,1546000,570430823,2610
1523003051,1546000,570430823,26116
1523003051,1546000,570430823,26202
1523003051,1546000,570430823,26359
1523003051,1546000,570430823,26391
1523003051,1546000,570430823,26395
1523003051,1546000,570430823,26495
1523003051,1546000,570430823,26562
1523003051,1546000,570430823,26602
1523003051,1546000,570430823,26632
1523003051,1546000,570430823,26634
1523003051,1546000,570430823,26657
1523003051,1546000,570430823,26731
1523003051,1546000,570430823,26759
1523003051,1546000,570430823,26790
1523003051,1546000,570430823,26816
1523003051,1546000,570430823,26982
1523003051,1546000,570430823,26997
1523003051,1546000,570430823,27046
1523003051,1546000,570430823,27112
1523003051,1546000,570430823,2716
1523003051,1546000,570430823,27176
1523003051,1546000,570430823,2720
1523003051,1546000,570430823,27213
1523003051,1546000,570430823,27330
1523003051,1546000,570430823,27423
1523003051,1546000,570430823,27521
1523003051,1546000,570430823,27529
1523003051,1546000,570430823,27599
1523003051,1546000,570430823,27641
1523003051,1546000,570430823,27647
1523003051,1546000,570430823,27694
1523003051,1546000,570430823,27767
1523003051,1546000,570430823,27782
1523003051,1546000,570430823,27797
1523003051,1546000,570430823,27818
1523003051,1546000,570430823,27892
1523003051,1546000,570430823,27916
1523003051,1546000,570430823,27917
1523003051,1546000,570430823,27921
1523003051,1546000,570430823,27948
1523003051,1546000,570430823,27989
1523003051,1546000,570430823,28000
1523003051,1546000,570430823,28041
1523003051,1546000,570430823,28064
1523003051,1546000,570430823,28072
1523003051,1546000,570430823,28102
1523003051,1546000,570430823,28106
1523003051,1546000,570430823,28124
1523003051,1546000,570430823,28138
1523003051,1546000,570430823,28153
1523003051,1546000,570430823,28201
1523003051,1546000,570430823,28251
1523003051,1546000,570430823,28271
1523003051,1546000,570430823,28406
1523003051,1546000,570430823,28411
1523003051,1546000,570430823,28527
1523003051,1546000,570430823,28550
1523003051,1546000,570430823,28568
1523003051,1546000,570430823,28577
1523003051,1546000,570430823,2859
1523003051,1546000,570430823,28633
1523003051,1546000,570430823,28635
1523003051,1546000,570430823,2863
1523003051,1546000,570430823,28656
1523003051,1546000,570430823,28706
1523003051,1546000,570430823,28709
1523003051,1546000,570430823,28735
1523003051,1546000,570430823,28760
1523003051,1546000,570430823,28789
1523003051,1546000,570430823,2880
1523003051,1546000,570430823,28823
1523003051,1546000,570430823,28854
1523003051,1546000,570430823,28882
1523003051,1546000,570430823,28931
1523003051,1546000,570430823,28950
1523003051,1546000,570430823,28955
1523003051,1546000,570430823,29002
1523003051,1546000,570430823,29048
1523003051,1546000,570430823,29071
1523003051,1546000,570430823,29084
1523003051,1546000,570430823,29094
1523003051,1546000,570430823,29149
1523003051,1546000,570430823,29153
1523003051,1546000,570430823,29177
1523003051,1546000,570430823,29232
1523003051,1546000,570430823,29271
1523003051,1546000,570430823,29280
1523003051,1546000,570430823,29296
1523003051,1546000,570430823,29363
1523003051,1546000,570430823,29414
1523003051,1546000,570430823,29441
1523003051,1546000,570430823,29488
1523003051,1546000,570430823,29522
1523003051,1546000,570430823,29531
1523003051,1546000,570430823,29549
1523003051,1546000,570430823,29571
1523003051,1546000,570430823,2958
1523003051,1546000,570430823,29600
1523003051,1546000,570430823,29645
1523003051,1546000,570430823,2968
1523003051,1546000,570430823,29691
1523003051,1546000,570430823,29720
1523003051,1546000,570430823,29757
1523003051,1546000,570430823,29807
1523003051,1546000,570430823,29896
1523003051,1546000,570430823,29916
1523003051,1546000,570430823,2995
1523003051,1546000,570430823,29991
1523003051,1546000,570430823,30009
1523003051,1546000,570430823,30018
1523003051,1546000,570430823,30056
1523003051,1546000,570430823,30069
1523003051,1546000,570430823,30102
1523003051,1546000,570430823,30148
1523003051,1546000,570430823,30166
1523003051,1546000,570430823,30180
1523003051,1546000,570430823,30249
1523003051,1546000,570430823,30282
1523003051,1546000,570430823,30324
1523003051,1546000,570430823,30331
1523003051,1546000,570430823,30339
1523003051,1546000,570430823,30350
1523003051,1546000,570430823,3049
1523003051,1546000,570430823,30525
1523003051,1546000,570430823,3072
1523003051,1546000,570430823,30820
1523003051,1546000,570430823,30838
1523003051,1546000,570430823,30844
1523003051,1546000,570430823,30870
1523003051,1546000,570430823,30880
1523003051,1546000,570430823,30913
1523003051,1546000,570430823,30953
1523003051,1546000,570430823,31096
1523003051,1546000,570430823,31114
1523003051,1546000,570430823,31124
1523003051,1546000,570430823,31227
1523003051,1546000,570430823,31229
1523003051,1546000,570430823,31259
1523003051,1546000,570430823,31313
1523003051,1546000,570430823,31316
1523003051,1546000,570430823,31318
1523003051,1546000,570430823,31346
1523003051,1546000,570430823,31468
1523003051,1546000,570430823,31536
1523003051,1546000,570430823,31537
1523003051,1546000,570430823,31666
1523003051,1546000,570430823,31698
1523003051,1546000,570430823,31717
1523003051,1546000,570430823,31774
1523003051,1546000,570430823,31811
1523003051,1546000,570430823,31866
1523003051,1546000,570430823,31911
1523003051,1546000,570430823,32206
1523003051,1546000,570430823,32310
1523003051,1546000,570430823,32386
1523003051,1546000,570430823,3242
1523003051,1546000,570430823,32526
1523003051,1546000,570430823,32552
1523003051,1546000,570430823,32632
1523003051,1546000,570430823,32708
1523003051,1546000,570430823,32722
1523003051,1546000,570430823,32755
1523003051,1546000,570430823,3401
1523003051,1546000,570430823,3408
1523003051,1546000,570430823,344
1523003051,1546000,570430823,3472
1523003051,1546000,570430823,3604
1523003051,1546000,570430823,3639
1523003051,1546000,570430823,3660
1523003051,1546000,570430823,3662
1523003051,1546000,570430823,3736
1523003051,1546000,570430823,3799
1523003051,1546000,570430823,3801
1523003051,1546000,570430823,3878
1523003051,1546000,570430823,3883
1523003051,1546000,570430823,390
1523003051,1546000,570430823,3959
1523003051,1546000,570430823,400
1523003051,1546000,570430823,4027
1523003051,1546000,570430823,4047
1523003051,1546000,570430823,4050
1523003051,1546000,570430823,409
1523003051,1546000,570430823,4110
1523003051,1546000,570430823,4132
1523003051,1546000,570430823,4340
1523003051,1546000,570430823,4360
1523003051,1546000,570430823,4386
1523003051,1546000,570430823,4479
1523003051,1546000,570430823,4548
1523003051,1546000,570430823,4559
1523003051,1546000,570430823,4624
1523003051,1546000,570430823,4644
1523003051,1546000,570430823,4669
1523003051,1546000,570430823,4743
1523003051,1546000,570430823,4850
1523003051,1546000,570430823,4869
1523003051,1546000,570430823,4964
1523003051,1546000,570430823,496
1523003051,1546000,570430823,5030
1523003051,1546000,570430823,503
1523003051,1546000,570430823,5049
1523003051,1546000,570430823,5077
1523003051,1546000,570430823,5082
1523003051,1546000,570430823,5084
1523003051,1546000,570430823,5177
1523003051,1546000,570430823,5212
1523003051,1546000,570430823,5226
1523003051,1546000,570430823,5251
1523003051,1546000,570430823,5341
1523003051,1546000,570430823,5447
1523003051,1546000,570430823,5496
1523003051,1546000,570430823,5543
1523003051,1546000,570430823,5546
1523003051,1546000,570430823,5555
1523003051,1546000,570430823,5593
1523003051,1546000,570430823,5597
1523003051,1546000,570430823,5688
1523003051,1546000,570430823,5797
1523003051,1546000,570430823,582
1523003051,1546000,570430823,5882
1523003051,1546000,570430823,5901
1523003051,1546000,570430823,5945
1523003051,1546000,570430823,5970
1523003051,1546000,570430823,5982
1523003051,1546000,570430823,6027
1523003051,1546000,570430823,608
1523003051,1546000,570430823,6136
1523003051,1546000,570430823,6144
1523003051,1546000,570430823,6165
1523003051,1546000,570430823,6227
1523003051,1546000,570430823,6308
1523003051,1546000,570430823,632
1523003051,1546000,570430823,6374
1523003051,1546000,570430823,6386
1523003051,1546000,570430823,6460
1523003051,1546000,570430823,6525
1523003051,1546000,570430823,6618
1523003051,1546000,570430823,6650
1523003051,1546000,570430823,6675
1523003051,1546000,570430823,6781
1523003051,1546000,570430823,6881
1523003051,1546000,570430823,7102
1523003051,1546000,570430823,715
1523003051,1546000,570430823,7192
1523003051,1546000,570430823,7409
1523003051,1546000,570430823,7453
1523003051,1546000,570430823,7496
1523003051,1546000,570430823,75
1523003051,1546000,570430823,7656
1523003051,1546000,570430823,7813
1523003051,1546000,570430823,7919
1523003051,1546000,570430823,7942
1523003051,1546000,570430823,8012
1523003051,1546000,570430823,8035
1523003051,1546000,570430823,8043
1523003051,1546000,570430823,8244
1523003051,1546000,570430823,8262
1523003051,1546000,570430823,8292
1523003051,1546000,570430823,829
1523003051,1546000,570430823,8369
1523003051,1546000,570430823,8373
1523003051,1546000,570430823,8385
1523003051,1546000,570430823,8401
1523003051,1546000,570430823,8402
1523003051,1546000,570430823,8495
1523003051,1546000,570430823,8543
1523003051,1546000,570430823,8546
1523003051,1546000,570430823,8597
1523003051,1546000,570430823,8622
1523003051,1546000,570430823,8665
1523003051,1546000,570430823,8672
1523003051,1546000,570430823,8740
1523003051,1546000,570430823,8756
1523003051,1546000,570430823,8796
1523003051,1546000,570430823,8881
1523003051,1546000,570430823,8950
1523003051,1546000,570430823,9039
1523003051,1546000,570430823,9056
1523003051,1546000,570430823,9147
1523003051,1546000,570430823,9428
1523003051,1546000,570430823,9483
1523003051,1546000,570430823,9484
1523003051,1546000,570430823,9523
1523003051,1546000,570430823,9551
1523003051,1546000,570430823,9612
1523003051,1546000,570430823,9640
1523003051,1546000,570430823,9694
1523003051,1546000,570430823,9751
1523003051,1546000,570430823,9752
1523003051,1546000,570430823,9753
1523003051,1546000,570430823,97
1523003051,1546000,570430823,9883
1523003051,1546000,570430823,9896
1523003051,1546000,570430823,9916
1523003051,1546000,570430823,9998
1523337099,1547963,2139397,31505
1523337099,1547963,2139397,32214
1525032170,1562061,3579158795,186
1525032170,1562061,3579158795,21550
1525032170,1562061,3579158795,28314
1525032170,1562061,3579158795,3494
1525032170,1562061,3579158795,5611
1525032261,1562062,2970728396,1398
1525032261,1562062,2970728396,21743
1525032261,1562062,2970728396,28902
1525032261,1562062,2970728396,3856
1525032261,1562062,2970728396,5865
1525219207,1563626,668103,14233
1525470502,1565690,589661,15807
1525470502,1565690,589661,17715
1525470502,1565690,589661,19496
1525470502,1565690,589661,20342
1525470502,1565690,589661,594
1525470502,1565690,589661,919
1525470534,1565691,358009781,1430
1525470534,1565691,358009781,1501
1525470534,1565691,358009781,16967
1525470534,1565691,358009781,18427
1525470534,1565691,358009781,19650
1525470534,1565691,358009781,22389
1525470959,1565692,2863312291,17976
1525470959,1565692,2863312291,18988
1525470959,1565692,2863312291,19856
1525470959,1565692,2863312291,2082
1525470959,1565692,2863312291,2250
1525470959,1565692,2863312291,23532
1525472810,1565693,1073825901,19112
1525472810,1565693,1073825901,19700
1525472810,1565693,1073825901,20058
1525472810,1565693,1073825901,25727
1525472810,1565693,1073825901,2856
1525472810,1565693,1073825901,3765
1525473108,1565694,20355,20229
1525473108,1565694,20355,20260
1525473108,1565694,20355,20566
1525473108,1565694,20355,27794
1525473108,1565694,20355,3529
1525473108,1565694,20355,5104
1525474474,1565695,4715644,20770
1525474474,1565695,4715644,21382
1525474474,1565695,4715644,21476
1525474474,1565695,4715644,30455
1525474474,1565695,4715644,4143
1525474474,1565695,4715644,6456
1525474913,1565696,249376,20976
1525474913,1565696,249376,22247
1525474913,1565696,249376,22485
1525474913,1565696,249376,32402
1525474913,1565696,249376,4802
1525474913,1565696,249376,7792
1525474950,1565697,2668814428,21178
1525474950,1565697,2668814428,218
1525474950,1565697,2668814428,22802
1525474950,1565697,2668814428,22858
1525474950,1565697,2668814428,5367
1525474950,1565697,2668814428,8197
1525475035,1565698,3095369266,1541
1525475035,1565698,3095369266,21384
1525475035,1565698,3095369266,23420
1525475035,1565698,3095369266,23566
1525475035,1565698,3095369266,6079
1525475035,1565698,3095369266,8879
1525477756,1565699,693214,10163
1525477756,1565699,693214,21639
1525477756,1565699,693214,23978
1525477756,1565699,693214,25095
1525477756,1565699,693214,3618
1525477756,1565699,693214,6833
1525477957,1565700,84006145,11048
1525477957,1565700,84006145,21841
1525477957,1565700,84006145,24540
1525477957,1565700,84006145,25797
1525477957,1565700,84006145,5192
1525477957,1565700,84006145,7310
1525478266,1565701,5596918,12439
1525478266,1565701,5596918,22403
1525478266,1565701,5596918,25405
1525478266,1565701,5596918,27185
1525478266,1565701,5596918,8013
1525478266,1565701,5596918,8107
1525478894,1565702,49559,13036
1525478894,1565702,49559,22605
1525478894,1565702,49559,25813
1525478894,1565702,49559,27890
1525478894,1565702,49559,8548
1525478894,1565702,49559,8937
1525480602,1565703,107129,10776
1525480602,1565703,107129,14313
1525480602,1565703,107129,22808
1525480602,1565703,107129,26525
1525480602,1565703,107129,28941
1525480602,1565703,107129,9874
1525481895,1565704,1137524592,10762
1525481895,1565704,1137524592,13568
1525481895,1565704,1137524592,15384
1525481895,1565704,1137524592,23013
1525481895,1565704,1137524592,29024
1525481895,1565704,1137524592,30666
1525482459,1565705,3221236422,11745
1525482459,1565705,3221236422,15485
1525482459,1565705,3221236422,16632
1525482459,1565705,3221236422,23317
1525482459,1565705,3221236422,29990
1525482459,1565705,3221236422,31717
1525484107,1565706,2391796,1003
1525484107,1565706,2391796,12738
1525484107,1565706,2391796,17304
1525484107,1565706,2391796,17814
1525484107,1565706,2391796,24186
1525484107,1565706,2391796,31825
1525485109,1565707,747636509,13218
1525485109,1565707,747636509,1395
1525485109,1565707,747636509,18120
1525485109,1565707,747636509,18333
1525485109,1565707,747636509,24542
1525485109,1565707,747636509,32234
1525492133,1565708,3278710783,14344
1525492133,1565708,3278710783,19685
1525492133,1565708,3278710783,19926
1525492133,1565708,3278710783,25355
1525492133,1565708,3278710783,2695
1525492133,1565708,3278710783,32743
1525493147,1565709,332472,15272
1525493147,1565709,332472,20942
1525493147,1565709,332472,22293
1525493147,1565709,332472,25916
1525493147,1565709,332472,3848
1525493147,1565709,332472,739
1525493167,1565710,1621111211,19525
1525493167,1565710,1621111211,25856
1525493167,1565710,1621111211,29992
1525493167,1565710,1621111211,30215
1525493167,1565710,1621111211,4040
1525493167,1565710,1621111211,5273
1525495299,1565711,3993779565,21553
1525495299,1565711,3993779565,26777
1525495299,1565711,3993779565,30603
1525495299,1565711,3993779565,31322
1525495299,1565711,3993779565,4804
1525495299,1565711,3993779565,6249
1525505106,1565712,3817,24006
1525505106,1565712,3817,28152
1525505106,1565712,3817,31112
1525505106,1565712,3817,370
1525505106,1565712,3817,5568
1525505106,1565712,3817,7190
1525508979,1565713,4229803,25436
1525508979,1565713,4229803,2685
1525508979,1565713,4229803,30137
1525508979,1565713,4229803,31572
1525508979,1565713,4229803,6436
1525508979,1565713,4229803,8071
1525509004,1565714,6353794,27718
1525509004,1565714,6353794,31342
1525509004,1565714,6353794,32232
1525509004,1565714,6353794,3884
1525509004,1565714,6353794,7201
1525509004,1565714,6353794,9453
1525524046,1565715,739928,12326
1525524046,1565715,739928,26
1525536047,1565716,579593,1146
1525536047,1565716,579593,13211
1525565080,1565717,4201313,13968
1525565080,1565717,4201313,1606
1525568419,1566500,2863317911,11166
1525568419,1566500,2863317911,24478
1525568419,1566500,2863317911,7249
1525568419,1566500,2863317911,884
1525568512,1566501,58602248,11371
1525568512,1566501,58602248,1377
1525568512,1566501,58602248,24906
1525568512,1566501,58602248,7811
1525569190,1565718,577729,16349
1525569190,1565718,577729,2318
1525585255,1565719,8423247,17341
1525585255,1565719,8423247,2981
1525589140,1565720,10562068,18066
1525589140,1565720,10562068,3899
1525608636,1565721,8424674,18749
1525608636,1565721,8424674,4663
1525619146,1566908,203398,20084
1525619146,1566908,203398,21914
1525619160,1566909,557052,20375
1525619160,1566909,557052,22221
1525619583,1566910,535495008,21328
1525619583,1566910,535495008,23390
1525683513,1565722,200497,19533
1525683513,1565722,200497,5528
1525692706,1565723,172039,20343
1525692706,1565723,172039,6087
1525692822,1565724,8391879,21214
1525692822,1565724,8391879,6596
1525700338,1565725,794999,22054
1525701152,1565726,2163138,22615
1525707746,1565727,654401,23458
1525741526,1565728,16991,24323
1525776480,1565729,33,25293
1525815442,1568536,2147483843,11062
1525815442,1568536,2147483843,7263
1525816319,1568537,2164284936,11624
1525816319,1568537,2164284936,9150
1525816337,1568538,115226,10104
1525816337,1568538,115226,12235
1525820736,1568539,4203375860,11462
1525820736,1568539,4203375860,12793
1525820813,1568540,2234705,12707
1525820813,1568540,2234705,13407
1525821446,1568541,173707,14220
1525821446,1568541,173707,14388
1525822112,1568542,3922601008,15036
1525822112,1568542,3922601008,15953
1525822572,1568543,3288303774,15850
1525822572,1568543,3288303774,17367
1525828297,1568544,1078,16310
1525828297,1568544,1078,19208
1525830395,1568545,577012397,16868
1525830395,1568545,577012397,20603
1525834222,1568546,2503524430,17584
1525834222,1568546,2503524430,22105
1525838401,1565730,598023,26149
